Id,Organization,License,CertificateCode,CertificateType,CertifiedStatus,Role,Country,CertifiedForestArea,FirstIssueDate,LastIssueDate,ExpiryDate,SuspensionDate,TerminatedDate,Address_City,Address_State,Address_Street,Address_PostalCode,CertificateUrl,SalesActivityStatus
a024000000AkssuAAB,PT. Gunung Gajah Abadi,FSC-C112585,PBN-FM/COC-007344,FM/COC,Valid,Certificate holder,INDONESIA,"74,980.00 ha",2015-12-10T00:00:00,2025-05-31T00:00:00,2027-12-09T00:00:00,,,,East Kalimantan,"Jl. Arief Rahman Hakim, No. 66",75127,https://search-api.fsc.org/api/v1/Certification/a024000000AkssuAAB/PrintFile?culture=en,
a024000000FhRSwAAN,PT. Indexim Utama,FSC-C116852,SGSCH-FM/COC-009890,FM/COC,Valid,Certificate holder,INDONESIA,"50,734.00 ha",2013-06-11T00:00:00,2024-03-07T00:00:00,2029-03-06T00:00:00,,,,Central Kalimantan,Jl. Sumpung No.5,73112,https://search-api.fsc.org/api/v1/Certification/a024000000FhRSwAAN/PrintFile?culture=en,
a0240000005sT4cAAE,PT. Intracawood Manufacturing,FSC-C010789,PBN-FM/COC-001849,FM/COC,Valid,Certificate holder,INDONESIA,"199,570.71 ha",2006-04-06T00:00:00,2025-09-02T00:00:00,2027-07-22T00:00:00,,,,Jakarta,Jl. Terusan Lembang No. D 51-53,10310,https://search-api.fsc.org/api/v1/Certification/a0240000005sT4cAAE/PrintFile?culture=en,
a023300000frAXrAAM,PT. Jati Dharma Indah Plywood Industries,FSC-C134308,PBN-FM/COC-007730,FM/COC,Valid,Certificate holder,INDONESIA,"198,067.00 ha",2017-08-08T00:00:00,2025-05-31T00:00:00,2027-08-08T00:00:00,,,,DKI Jakarta,Plaza Bank Index Lt 8 Jalan M.H. Thamrin No 57,10130,https://search-api.fsc.org/api/v1/Certification/a023300000frAXrAAM/PrintFile?culture=en,
a024y00000jqn7bAAA,PT. Jaya Bumi Paser,FSC-C182037,SCS-FM/COC-009365,FM/COC,Valid,Certificate holder,INDONESIA,"23,529.29 ha",2024-01-11T00:00:00,2024-01-11T00:00:00,2029-01-10T00:00:00,,,,JK,"Gedung Graha Mitra Lantai 6, Jl Jend Gatot Subroto Kav 21",12930,https://search-api.fsc.org/api/v1/Certification/a024y00000jqn7bAAA/PrintFile?culture=en,
a0240000007wZE8AAM,PT. Kemakmuran Berkah Timber,FSC-C108663,RA-FM/COC-005938,FM/COC,Terminated,Certificate holder,INDONESIA,"82,194.45 ha",2012-05-22T00:00:00,2017-05-21T00:00:00,,,2017-05-21T00:00:00,,Jakarta,"Ratu Plaza Office Tower Lantai 6, JL. Jenderal Sudirman No 9",10270,https://search-api.fsc.org/api/v1/Certification/a0240000007wZE8AAM/PrintFile?culture=en,
a024000000F7JZfAAN,PT. Korintiga Hutani,FSC-C116385,SGSCH-CW/FM-009866,CW/FM,Valid,Certificate holder,INDONESIA,"94,384.00 ha",2013-05-09T00:00:00,2023-05-09T00:00:00,2026-06-30T00:00:00,,,,,"Wisma Korindo 12 th floor, M.T. Haryono Street Kav 62",12780,https://search-api.fsc.org/api/v1/Certification/a024000000F7JZfAAN/PrintFile?culture=en,
a024000000DXK0CAAX,"PT. Sari Bumi Kusuma - Delang Block, Kalteng",FSC-C114781,CU-CW/FM-819681,CW/FM,Terminated,Certificate holder,INDONESIA,"41,445.00 ha",2013-04-04T00:00:00,2016-01-06T00:00:00,,,2016-01-06T00:00:00,,Jakarta,"Jl. Balikpapan Raya 14, LIK RT.006/02, Petojo Utara,",10130,https://search-api.fsc.org/api/v1/Certification/a024000000DXK0CAAX/PrintFile?culture=en,
a0240000006wDMXAA2,PT. Sarmiento Parakantja Timber,FSC-C105830,SCS-FM/COC-005693,FM/COC,Valid,Certificate holder,INDONESIA,"206,821.63 ha",2011-12-20T00:00:00,2022-11-13T00:00:00,2027-11-12T00:00:00,,,,Kalimantan Tengah,"Jl. Tanah Lapis, Baamanghulu, Kotawaringin Timur",11410,https://search-api.fsc.org/api/v1/Certification/a0240000006wDMXAA2/PrintFile?culture=en,
a023300000dpPcOAAU,PT. Sentosa Hastareksa,FSC-C132260,SCS-FM/COC-005752,FM/COC,Valid,Certificate holder,INDONESIA,346.84 ha,2016-09-26T00:00:00,2022-09-29T00:00:00,2027-09-28T00:00:00,,,,Jawa Barat,Jl. Raya Padalarang No. 273,40553,https://search-api.fsc.org/api/v1/Certification/a023300000dpPcOAAU/PrintFile?culture=en,
a02f300000gHfNqAAK,PT. Sosial Bisnis Indonesia,FSC-C135817,PBN-FM/COC-058291,FM/COC,Valid,Certificate holder,INDONESIA,"1,689.35 ha",2017-05-11T00:00:00,2025-05-31T00:00:00,2027-11-10T00:00:00,,,,DKI Jakarta,"Menara Rajawali, Level 7-1., Jl Dr Ide Anak Agung Gde Agung Lot 5.1, Kawasan Mega Kuningan, Kelurahan Kuningan Timur, Kecamatan Setiabudi",12950,https://search-api.fsc.org/api/v1/Certification/a02f300000gHfNqAAK/PrintFile?culture=en,
a024000000EsQlnAAF,PT. Telagabakti Persada,FSC-C116135,PBN-FM/COC-007454,FM/COC,Valid,Certificate holder,INDONESIA,"51,585.95 ha",2016-06-12T00:00:00,2025-05-31T00:00:00,2027-06-12T00:00:00,,,,Maluku Utara,"Jalan Teratai No. 229, RT 009/RW 002",97715,https://search-api.fsc.org/api/v1/Certification/a024000000EsQlnAAF/PrintFile?culture=en,
a02f300000e1RlkAAE,PT. Wapoga Mutiara Timber Unit II,FSC-C139757,CU-FM/COC-857943,FM/COC,Valid,Certificate holder,INDONESIA,"167,923.00 ha",2018-08-06T00:00:00,2023-08-06T00:00:00,2028-08-05T00:00:00,,,,,Sentra Bisnis Artha Gading. Jl. Boulevard ArthaGading Blok A 6 A no 18. Kelapa Gading,14240,https://search-api.fsc.org/api/v1/Certification/a02f300000e1RlkAAE/PrintFile?culture=en,
a023300000WWPoOAAX,PT. Wapoga Mutiara Timber Unit II,FSC-C127488,RA-CW/FM-007417,CW/FM,Terminated,Certificate holder,INDONESIA,"169,170.00 ha",2016-04-05T00:00:00,2018-12-31T00:00:00,,,2018-12-31T00:00:00,,Jakarta,Jl. Boulevard Artha Gading Blok A 6A No. 18,14240,https://search-api.fsc.org/api/v1/Certification/a023300000WWPoOAAX/PrintFile?culture=en,
a024y00000m5WoSAAU,PT. Wukirasari,FSC-C175674,SCS-FM/COC-008963,FM/COC,Valid,Certificate holder,INDONESIA,"116,320.00 ha",2022-10-28T00:00:00,2022-10-28T00:00:00,2027-10-27T00:00:00,,,,,"Plaza Bank Index 8th, M. H. Thamrin Street 57th",,https://search-api.fsc.org/api/v1/Certification/a024y00000m5WoSAAU/PrintFile?culture=en,
a023300000adOheAAE,PT. Xylo Indah Pratama - Jejawi,FSC-C129917,SCS-FM/COC-005568,FM/COC,Terminated,Certificate holder,INDONESIA,924.21 ha,2016-04-19T00:00:00,2021-03-24T00:00:00,,,2021-03-24T00:00:00,,,"Jl. Jejawi Kayu Agung, Desa Talang Cempedak, Kecamatan Jejawi, Kota Kayu Agung",30652,https://search-api.fsc.org/api/v1/Certification/a023300000adOheAAE/PrintFile?culture=en,
a024000000CtG9OAAV,Pakel,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a024000000CtG9OAAV,Panglungan,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02f300000gHfNqAAK,Perkumpulan Kelompok Tani Manggala Pasjaya Banjaranyar,FSC-C135817,PBN-FM/COC-058291,FM/COC,Valid,Site,INDONESIA,"1,689.35 ha",2017-05-11T00:00:00,2025-05-31T00:00:00,2027-11-10T00:00:00,,,,DKI Jakarta,"Menara Rajawali, Level 7-1., Jl Dr Ide Anak Agung Gde Agung Lot 5.1, Kawasan Mega Kuningan, Kelurahan Kuningan Timur, Kecamatan Setiabudi",12950,https://search-api.fsc.org/api/v1/Certification/a02f300000gHfNqAAK/PrintFile?culture=en,
a02f300000gIoDNAA0,Perkumpulan Kelompok Tani Sarimulyo Suka Damai,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Certificate holder,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02f300000gHfNqAAK,Perkumpulan Manunggal Rasa Purworejo,FSC-C135817,PBN-FM/COC-058291,FM/COC,Valid,Site,INDONESIA,"1,689.35 ha",2017-05-11T00:00:00,2025-05-31T00:00:00,2027-11-10T00:00:00,,,,DKI Jakarta,"Menara Rajawali, Level 7-1., Jl Dr Ide Anak Agung Gde Agung Lot 5.1, Kawasan Mega Kuningan, Kelurahan Kuningan Timur, Kecamatan Setiabudi",12950,https://search-api.fsc.org/api/v1/Certification/a02f300000gHfNqAAK/PrintFile?culture=en,
a023300000fxCTvAAM,Perkumpulan Petani Rotan Katingan (P2RK),FSC-C134553,SCS-FM/COC-005915,FM/COC,Valid,Certificate holder,INDONESIA,"1,170.50 ha",2022-08-18T00:00:00,2022-08-18T00:00:00,2027-08-17T00:00:00,,,,,"Hampangin, Kasongan, Kabupaten Katingan",,https://search-api.fsc.org/api/v1/Certification/a023300000fxCTvAAM/PrintFile?culture=en,
a0240000005sSH8AAM,Perum Perhutani,FSC-C007721,SW-FM/COC-053,FM/COC,Terminated,Certificate holder,INDONESIA,0.00 ha,1998-10-15T00:00:00,2003-05-08T00:00:00,2003-10-14T00:00:00,,2003-05-08T00:00:00,,,Manggala Wanabakti Building Block VII FL. 10,10270,https://search-api.fsc.org/api/v1/Certification/a0240000005sSH8AAM/PrintFile?culture=en,
a023300000aym8IAAQ,Perum Perhutani,FSC-C130314,SGSCH-FM/COC-010716,FM/COC,Valid,Certificate holder,INDONESIA,"1,337,738.82 ha",2016-05-19T00:00:00,2025-01-29T00:00:00,2026-05-18T00:00:00,,,,DKI Jakarta,Graha Perhutani Jl. TB Simatupang No. 22,12430,https://search-api.fsc.org/api/v1/Certification/a023300000aym8IAAQ/PrintFile?culture=en,
a024000000OrIqVAAV,Perum Perhutani,FSC-C122861,SGSCH-CW/FM-010314,CW/FM,Terminated,Certificate holder,INDONESIA,"1,073,217.42 ha",2014-10-08T00:00:00,2024-12-19T00:00:00,,,2024-12-19T00:00:00,,Jakarta Selatan,Jl. T.B. Simatupang No. 22 Jati Padang,12540,https://search-api.fsc.org/api/v1/Certification/a024000000OrIqVAAV/PrintFile?culture=en,
a0240000007TnszAAC,Perum Perhutani - KPH Kendal,FSC-C107584,SA-FM/COC-002952,FM/COC,Terminated,Certificate holder,INDONESIA,"20,300.58 ha",2011-09-06T00:00:00,2016-09-05T00:00:00,,,2016-09-05T00:00:00,,,"JL SoeKarno hatta, 322 Kendal 51313",,https://search-api.fsc.org/api/v1/Certification/a0240000007TnszAAC/PrintFile?culture=en,
a0240000007TnJ3AAK,Perum Perhutani Kebonharjo FMU,FSC-C107577,SA-FM/COC-002951,FM/COC,Terminated,Certificate holder,INDONESIA,"17,739.10 ha",2011-09-06T00:00:00,2016-09-05T00:00:00,,,2016-09-05T00:00:00,,,"Jl. Lasem-Jatirogo, PO Box 1",,https://search-api.fsc.org/api/v1/Certification/a0240000007TnJ3AAK/PrintFile?culture=en,
a024000000EXX2LAAX,Perum Perhutani – KPH Banyuwangi Utara,FSC-C115865,SGS-FM/COC-009825,FM/COC,Terminated,Certificate holder,INDONESIA,"33,746.56 ha",2013-04-03T00:00:00,2018-04-02T00:00:00,,,2018-04-02T00:00:00,,,"Jl. Jaksa Agung Supranto no. 34, Banyuwangi",,https://search-api.fsc.org/api/v1/Certification/a024000000EXX2LAAX/PrintFile?culture=en,
a0240000006svyzAAA,Perum Perhutani – KPH Cepu,FSC-C102660,SGS-FM/COC-009318,FM/COC,Terminated,Certificate holder,INDONESIA,"33,047.30 ha",2012-03-28T00:00:00,2017-02-27T00:00:00,,,2017-02-27T00:00:00,,,Jl. Sorogo,,https://search-api.fsc.org/api/v1/Certification/a0240000006svyzAAA/PrintFile?culture=en,
a0240000006uC4HAAU,Perum Perhutani – KPH Ciamis,FSC-C104083,SGS-FM/COC-009418,FM/COC,Terminated,Certificate holder,INDONESIA,"29,857.00 ha",2012-05-28T00:00:00,2017-02-27T00:00:00,,,2017-02-27T00:00:00,,,Jln. Raya Ciamis,,https://search-api.fsc.org/api/v1/Certification/a0240000006uC4HAAU/PrintFile?culture=en,
a024000000EXTgWAAX,Perum Perhutani – KPH Madiun,FSC-C115861,SGS-FM/COC-009824,FM/COC,Terminated,Certificate holder,INDONESIA,"31,222.00 ha",2013-04-03T00:00:00,2018-04-02T00:00:00,,,2018-04-02T00:00:00,,,Jl. Rimba Mulya No. 06,,https://search-api.fsc.org/api/v1/Certification/a024000000EXTgWAAX/PrintFile?culture=en,
a0240000006svz4AAA,Perum Perhutani – KPH Randublatung,FSC-C102661,SGS-FM/COC-009321,FM/COC,Terminated,Certificate holder,INDONESIA,"32,633.50 ha",2012-03-30T00:00:00,2017-02-27T00:00:00,,,2017-02-27T00:00:00,,,Jl. Cepu Blok III/28 –Randublatung,,https://search-api.fsc.org/api/v1/Certification/a0240000006svz4AAA/PrintFile?culture=en,
a024000000CIFVTAA5,Pt. Dwimajaya Utama,FSC-C113883,SCS-FM/COC-004322,FM/COC,Terminated,Certificate holder,INDONESIA,"127,300.00 ha",2012-12-07T00:00:00,2020-05-08T00:00:00,,,2020-05-08T00:00:00,,,"Nucira Building, 3rd floor, MT Haryono Kav. 27",12820,https://search-api.fsc.org/api/v1/Certification/a024000000CIFVTAA5/PrintFile?culture=en,
a0240000008ws4fAAA,Pt. Xylo Indah Pratama (XIP),FSC-C110649,SCS-FM/COC-004141,FM/COC,Valid,Certificate holder,INDONESIA,"5,391.04 ha",2012-04-13T00:00:00,2022-04-19T00:00:00,2027-04-18T00:00:00,,,,DKI Jakarta,Jt. Biduri Bulan Blok I. No. 9-10 Komplek Permata Hijau,,https://search-api.fsc.org/api/v1/Certification/a0240000008ws4fAAA/PrintFile?culture=en,
a02Do0000010Y1KIAU,Rahman Sitompul,FSC-C193018,CU-FM/COC-887216,FM/COC,Valid,Site,INDONESIA,205.82 ha,2024-04-09T00:00:00,2024-04-09T00:00:00,2029-04-08T00:00:00,,,,,"Desa Sait Nihuta Kalangan II, Kecamatan Tukka",,https://search-api.fsc.org/api/v1/Certification/a02Do0000010Y1KIAU/PrintFile?culture=en,
a024000000CtG9OAAV,Sambirejo,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02f300000gIoDNAA0,Sari Mulyo,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02Do0000010Y1KIAU,Sawaluddin Sitompul,FSC-C193018,CU-FM/COC-887216,FM/COC,Valid,Site,INDONESIA,205.82 ha,2024-04-09T00:00:00,2024-04-09T00:00:00,2029-04-08T00:00:00,,,,,"Desa Sait Nihuta Kalangan II, Kecamatan Tukka",,https://search-api.fsc.org/api/v1/Certification/a02Do0000010Y1KIAU/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sedyo Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sedyo Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sedyo Rukun,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sido Dadi,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sido Maju I,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sido Raharjo,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sidodadi III,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,Sumber Rejeki,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a024000000CtG9OAAV,Sumberjo,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02Do000001g7aMIAQ,Tani Manunggal,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02f300000gIoDNAA0,Taruna Tani,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Expired site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02f300000gIoDNAA0,Tunas Harapan,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02UV000003AnTyYAK,UD Barito,FSC-C203459,CU-FM/COC-903058,FM/COC,Terminated,Certificate holder,INDONESIA,5.49 ha,,2025-07-02T00:00:00,,,2025-07-02T00:00:00,,Indonesia,Jl. Kasongan Sampit Km. 01 RT.010 RW.002,70123,https://search-api.fsc.org/api/v1/Certification/a02UV000003AnTyYAK/PrintFile?culture=en,
a02Do0000010Y1KIAU,UD. ROSYD S.,FSC-C193018,CU-FM/COC-887216,FM/COC,Valid,Certificate holder,INDONESIA,205.82 ha,2024-04-09T00:00:00,2024-04-09T00:00:00,2029-04-08T00:00:00,,,,,"Desa Sait Nihuta Kalangan II, Kecamatan Tukka",,https://search-api.fsc.org/api/v1/Certification/a02Do0000010Y1KIAU/PrintFile?culture=en,
a02f300000gIoDNAA0,Wasila Makmur,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Expired site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a024000000CtG9OAAV,Wonomerto,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a024000000CtG9OAAV,Wonosalam,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
