Id,Organization,License,CertificateCode,CertificateType,CertifiedStatus,Role,Country,CertifiedForestArea,FirstIssueDate,LastIssueDate,ExpiryDate,SuspensionDate,TerminatedDate,Address_City,Address_State,Address_Street,Address_PostalCode,CertificateUrl,SalesActivityStatus
a0240000005sWSPAA2,Group PS5,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a0240000005sWSPAA2,Group Q,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a0240000005sWSPAA2,Group R,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a023300000fRtRwAAK,Group Riyono,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a0240000005sWSPAA2,Group SD,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a023300000fRtRwAAK,Group SL,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Subekar,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Suherwoto,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Sumar Devi,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Supar Soleh,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Suparman,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a023300000fRtRwAAK,Group Supri,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a0240000005sWSPAA2,Group TT,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a023300000fRtRwAAK,Group Tayib,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Site,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a0240000005sWSPAA2,Group WN,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Site,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a02f300000gIoDNAA0,Hamparan 2,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02f300000gIoDNAA0,Hamparan I,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02f300000gIoDNAA0,Harapan Maju,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Expired site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a024000000CtG9OAAV,Jarak,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02Do000001g7aMIAQ,Jati Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02f300000gIoDNAA0,Jaya Karana Tani,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Expired site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a024000000CtG9OAAV,Jenis Gelaran,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a024000000CtG9OAAV,"KSU Hutan Rakyat ""Sengon Agung Bersama""",FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Certificate holder,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a024000000Ohv2tAAB,KSU Taman Wijaya Rasa (Kostajasa),FSC-C122555,SCS-FM/COC-005063,FM/COC,Valid,Certificate holder,INDONESIA,509.02 ha,2014-12-15T00:00:00,2024-12-09T00:00:00,2029-12-08T00:00:00,,,,,"Jl. Kaleng KM2 RT02 RW01, Kel. Jatiluhur Kec., Karanganyar, Kabupaten Kebumen",54364,https://search-api.fsc.org/api/v1/Certification/a024000000Ohv2tAAB/PrintFile?culture=en,
a0240000006uIYTAA2,KSU Wana Lestari Menoreh,FSC-C104179,SCS-FM/COC-005225,FM/COC,Terminated,Certificate holder,INDONESIA,802.00 ha,2011-03-16T00:00:00,2016-03-15T00:00:00,,,2016-03-15T00:00:00,,ID-YO,"Jalan Dekso - Samigaluh Km 1 RT. 45 RW. 23, Dusun, Kagongan, Banjararum, Kalibawang",55672,https://search-api.fsc.org/api/v1/Certification/a0240000006uIYTAA2/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Agung Lestari (Kasembon),FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Agung Lestari - 17 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Alam Jaya,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Ar Rozaq,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Argo Lestari,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Harapan Jaya,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Karanganyar - 10 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Karya Tani,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Kemiri Lestari,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Kopang Jaya,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Kupang Lestari,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Lembah Mbencirang,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Maju Jaya - 15 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Makmur - 8 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Mandiri - 54 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Mojo Makmur,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Paci I,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Rukun Makmur (Sidomukti),FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Rukun Makmur - 6 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Rukun Makmur 3,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Rukun Tani  Satu,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Santuso 2 - 30 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Santuso Lestari,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sejahtera - 26 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sejahtera - 54 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sri Rejeki,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sumber Jaya,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sumber Makmur,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sumber Urip,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Sumber Urip I,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Taman Tirto - 13 FMUs,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Tambiritan Lima,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Tani Karya,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Tani Maju,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Tani Makmur,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Tunas Sinar Tani,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,KTH Wana Makmur,FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Site,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Duwet Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Gunung Jati,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Hargomulyo,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Jati Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Maju Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Menur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sedyo Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sedyo Rukun,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sekar Pijer,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
